Survived,Pclass,Age,SibSp,Parch,Fare,Cabin_Known,FamilySize,IsAlone,Sex_Encoded,Embarked_Encoded,AgeGroup_Encoded,FareBin_Encoded,Title_Master,Title_Miss,Title_Mr,Title_Mrs,Title_Officer,Title_Rare,Title_Royalty,SexPclass_female_Class1,SexPclass_female_Class2,SexPclass_female_Class3,SexPclass_male_Class1,SexPclass_male_Class2,SexPclass_male_Class3,AgeSex_Adult_Female,AgeSex_Adult_Male,AgeSex_Young
0,0.8273772438659699,0.8188021213717487,0.4327933656785018,-0.4736736092984604,-0.4576454924460446,0,0.059159876663617626,0,-1.3555735383351195,0.5859541426526597,1.0290935882830956,-0.4449051588493537,False,False,False,True,False,False,False,False,False,True,False,False,False,True,False,False
0,-0.3693648410115938,-0.15886525057982273,0.4327933656785018,-0.4736736092984604,-0.22559322262067316,0,0.059159876663617626,0,-1.3555735383351195,0.5859541426526597,-0.1449427589131122,0.44992666177090385,False,False,False,True,False,False,False,False,True,False,False,False,False,True,False,False
0,0.8273772438659699,-0.3092756154954491,-0.47454519624983954,-0.4736736092984604,-0.4894421904510968,0,-0.5609748304808925,1,0.7376951317802901,-1.942303199253005,-0.1449427589131122,-1.3397369794696112,False,False,True,False,False,False,False,False,False,False,False,False,True,False,True,False
1,-0.3693648410115938,-1.9637896295673392,0.4327933656785018,2.0089333664952354,0.18876253192945994,0,1.299429290952638,0,-1.3555735383351195,-1.942303199253005,-2.493015453305528,1.3447584823911616,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,True
1,0.8273772438659699,-0.7605067102423282,-0.47454519624983954,-0.4736736092984604,-0.48977642625839407,0,-0.5609748304808925,1,-1.3555735383351195,-0.6781745283001727,-0.1449427589131122,-1.3397369794696112,False,True,False,False,False,False,False,False,False,True,False,False,False,True,False,False
0,0.8273772438659699,-0.3092756154954491,-0.47454519624983954,-0.4736736092984604,-0.4863374216869257,0,-0.5609748304808925,1,0.7376951317802901,0.5859541426526597,-0.1449427589131122,-0.4449051588493537,False,False,True,False,False,False,False,False,False,False,False,False,True,False,True,False
0,0.8273772438659699,-0.3092756154954491,0.4327933656785018,-0.4736736092984604,-0.3363340021468808,0,0.059159876663617626,0,0.7376951317802901,-0.6781745283001727,-0.1449427589131122,0.44992666177090385,False,False,True,False,False,False,False,False,False,False,False,False,True,False,True,False
1,0.8273772438659699,-0.5724937540977952,-0.47454519624983954,-0.4736736092984604,-0.49237782784290063,0,-0.5609748304808925,1,-1.3555735383351195,-0.6781745283001727,-0.1449427589131122,-1.3397369794696112,False,True,False,False,False,False,False,False,False,True,False,False,False,True,False,False
0,0.8273772438659699,-0.3092756154954491,1.340131927606843,-0.4736736092984604,-0.21191774308354583,0,0.6792945838081278,0,0.7376951317802901,-1.942303199253005,-0.1449427589131122,0.44992666177090385,False,False,True,False,False,False,False,False,False,False,False,False,True,False,True,False
0,0.8273772438659699,-0.8357118927001413,0.4327933656785018,-0.4736736092984604,-0.29002422161773944,0,0.059159876663617626,0,-1.3555735383351195,0.5859541426526597,-0.1449427589131122,0.44992666177090385,False,False,False,True,False,False,False,False,False,True,False,False,False,True,False,False
0,0.8273772438659699,-1.6629688997360863,3.1548090514635256,0.7676298785983874,0.1506737441786005,0,2.5396987052416584,0,0.7376951317802901,0.5859541426526597,-2.493015453305528,1.3447584823911616,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True
0,0.8273772438659699,-0.6100963453267019,-0.47454519624983954,-0.4736736092984604,-0.4913710934835715,0,-0.5609748304808925,1,0.7376951317802901,0.5859541426526597,-0.1449427589131122,-1.3397369794696112,False,False,True,False,False,False,False,False,False,False,False,False,True,False,True,False
1,-1.5661069258891576,1.4956487634920672,0.4327933656785018,-0.4736736092984604,0.8964967865378598,1,0.059159876663617626,0,-1.3555735383351195,-1.942303199253005,1.0290935882830956,1.3447584823911616,False,False,False,True,False,False,False,True,False,False,False,False,False,True,False,False
1,-0.3693648410115938,-0.008454885664196365,0.4327933656785018,-0.4736736092984604,-0.12491978668775715,0,0.059159876663617626,0,-1.3555735383351195,0.5859541426526597,-0.1449427589131122,0.44992666177090385,False,False,False,True,False,False,False,False,True,False,False,False,False,True,False,False
0,-1.5661069258891576,2.6989316828170784,-0.47454519624983954,0.7676298785983874,0.5995101505357573,1,0.059159876663617626,0,0.7376951317802901,-1.942303199253005,2.2031299354793035,1.3447584823911616,False,False,True,False,False,False,False,False,False,False,True,False,False,False,True,False
1,-1.5661069258891576,0.8188021213717487,-0.47454519624983954,-0.4736736092984604,0.06635974158478332,1,-0.5609748304808925,1,0.7376951317802901,0.5859541426526597,1.0290935882830956,1.3447584823911616,False,False,True,False,False,False,False,False,False,False,True,False,False,False,True,False
1,-0.3693648410115938,-0.6100963453267019,-0.47454519624983954,-0.4736736092984604,-0.43700743807979686,0,-0.5609748304808925,1,-1.3555735383351195,0.5859541426526597,-0.1449427589131122,-0.4449051588493537,False,True,False,False,False,False,False,False,True,False,False,False,False,True,False,False
0,0.8273772438659699,-0.04605747689310296,-0.47454519624983954,-0.4736736092984604,-0.5028639729296732,0,-0.5609748304808925,1,0.7376951317802901,-1.942303199253005,-0.1449427589131122,-1.3397369794696112,False,False,True,False,False,False,False,False,False,False,False,False,True,False,True,False
1,-0.3693648410115938,-1.8133792646517128,0.4327933656785018,2.0089333664952354,-0.08968408411123653,0,1.299429290952638,0,-1.3555735383351195,0.5859541426526597,-2.493015453305528,0.44992666177090385,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,True
0,0.8273772438659699,-1.3621481699048337,4.0621476133918675,2.0089333664952354,0.2958951755118318,0,3.779968119530679,0,0.7376951317802901,0.5859541426526597,-2.493015453305528,1.3447584823911616,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True
0,0.8273772438659699,-0.5348911628688886,-0.47454519624983954,-0.4736736092984604,-0.5028639729296732,0,-0.5609748304808925,1,0.7376951317802901,-1.942303199253005,-0.1449427589131122,-1.3397369794696112,False,False,True,False,False,False,False,False,False,False,False,False,True,False,True,False
1,-1.5661069258891576,0.6683917564561223,-0.47454519624983954,-0.4736736092984604,0.962353321387736,1,-0.5609748304808925,1,-1.3555735383351195,0.5859541426526597,1.0290935882830956,1.3447584823911616,False,True,False,False,False,False,False,True,False,False,False,False,False,True,False,False
0,-1.5661069258891576,1.1948280336608146,0.4327933656785018,-0.4736736092984604,1.0323213593611125,1,0.059159876663617626,0,0.7376951317802901,0.5859541426526597,1.0290935882830956,1.3447584823911616,False,False,True,False,False,False,False,False,False,False,True,False,False,False,True,False
0,0.8273772438659699,-1.8885844471095259,2.2474704895351842,2.0089333664952354,-0.08666388103324908,0,2.5396987052416584,0,0.7376951317802901,0.5859541426526597,-2.493015453305528,0.44992666177090385,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True
0,-1.5661069258891576,0.8188021213717487,-0.47454519624983954,-0.4736736092984604,-0.09027201697708476,0,-0.5609748304808925,1,0.7376951317802901,-1.942303199253005,1.0290935882830956,0.44992666177090385,False,False,True,False,False,False,False,False,False,False,True,False,False,False,True,False
1,0.8273772438659699,-0.3092756154954491,0.4327933656785018,0.7676298785983874,-0.3414522396297103,0,0.6792945838081278,0,0.7376951317802901,-1.942303199253005,-0.1449427589131122,0.44992666177090385,True,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False
1,-0.3693648410115938,-0.008454885664196365,-0.47454519624983954,-0.4736736092984604,-0.43700743807979686,1,-0.5609748304808925,1,-1.3555735383351195,0.5859541426526597,-0.1449427589131122,-0.4449051588493537,False,False,False,True,False,False,False,False,True,False,False,False,False,True,False,False
0,0.8273772438659699,-0.7605067102423282,-0.47454519624983954,-0.4736736092984604,-0.4841568350646187,0,-0.5609748304808925,1,0.7376951317802901,0.5859541426526597,-0.1449427589131122,-0.4449051588493537,False,False,True,False,False,False,False,False,False,False,False,False,True,False,True,False
1,0.8273772438659699,-0.9109170751579546,3.1548090514635256,2.0089333664952354,-0.4888542575852486,0,3.1598334123861687,0,-1.3555735383351195,0.5859541426526597,-1.3189791061093201,-0.4449051588493537,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,True
0,0.8273772438659699,-0.23407043303763592,1.340131927606843,-0.4736736092984604,-0.47400492578514347,0,0.6792945838081278,0,0.7376951317802901,0.5859541426526597,-0.1449427589131122,-0.4449051588493537,False,False,True,False,False,False,False,False,False,False,False,False,True,False,True,False
0,-0.3693648410115938,0.2171606617092432,-0.47454519624983954,-0.4736736092984604,-0.43700743807979686,0,-0.5609748304808925,1,0.7376951317802901,0.5859541426526597,-0.1449427589131122,-0.4449051588493537,False,False,True,False,False,False,False,False,False,False,False,True,False,False,True,False
0,0.8273772438659699,-0.9861222576157678,4.0621476133918675,2.0089333664952354,0.2958951755118318,0,3.779968119530679,0,-1.3555735383351195,0.5859541426526597,-1.3189791061093201,1.3447584823911616,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,True
0,-0.3693648410115938,-0.6100963453267019,-0.47454519624983954,-0.4736736092984604,0.8314778546749452,0,-0.5609748304808925,1,0.7376951317802901,0.5859541426526597,-0.1449427589131122,1.3447584823911616,False,False,True,False,False,False,False,False,False,False,False,True,False,False,True,False
0,0.8273772438659699,-0.23407043303763592,0.4327933656785018,-0.4736736092984604,-0.3573908580066095,0,0.059159876663617626,0,0.7376951317802901,-1.942303199253005,-0.1449427589131122,-0.4449051588493537,False,False,True,False,False,False,False,False,False,False,False,False,True,False,True,False
1,0.8273772438659699,0.2171606617092432,-0.47454519624983954,-0.4736736092984604,0.48910360681684706,0,-0.5609748304808925,1,0.7376951317802901,0.5859541426526597,-0.1449427589131122,1.3447584823911616,False,False,True,False,False,False,False,False,False,False,False,False,True,False,True,False
0,0.8273772438659699,-0.3092756154954491,-0.47454519624983954,-0.4736736092984604,-0.494391296561559,1,-0.5609748304808925,1,0.7376951317802901,0.5859541426526597,-0.1449427589131122,-1.3397369794696112,False,False,True,False,False,False,False,False,False,False,False,False,True,False,True,False
0,0.8273772438659699,-0.3092756154954491,-0.47454519624983954,-0.4736736092984604,-0.4894421904510968,0,-0.5609748304808925,1,0.7376951317802901,0.5859541426526597,-0.1449427589131122,-1.3397369794696112,False,False,True,False,False,False,False,False,False,False,False,False,True,False,True,False
0,0.8273772438659699,-0.3092756154954491,-0.47454519624983954,-0.4736736092984604,-0.4863374216869257,0,-0.5609748304808925,1,0.7376951317802901,0.5859541426526597,-0.1449427589131122,-0.4449051588493537,False,False,True,False,False,False,False,False,False,False,False,False,True,False,True,False
1,-0.3693648410115938,-2.126984875500794,-0.47454519624983954,2.0089333664952354,-0.06451572512800753,0,0.6792945838081278,0,0.7376951317802901,0.5859541426526597,-2.493015453305528,0.44992666177090385,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True
1,0.8273772438659699,0.06675029679361683,-0.47454519624983954,-0.4736736092984604,-0.397241430886295,0,-0.5609748304808925,1,-1.3555735383351195,0.5859541426526597,-0.1449427589131122,-0.4449051588493537,False,True,False,False,False,False,False,False,False,True,False,False,False,True,False,False
0,0.8273772438659699,-0.5348911628688886,-0.47454519624983954,-0.4736736092984604,-0.46720946885967163,0,-0.5609748304808925,1,0.7376951317802901,0.5859541426526597,-0.1449427589131122,-0.4449051588493537,False,False,True,False,False,False,False,False,False,False,False,False,True,False,True,False
1,0.8273772438659699,-0.008454885664196365,-0.47454519624983954,-0.4736736092984604,-0.45714212526638004,0,-0.5609748304808925,1,0.7376951317802901,0.5859541426526597,-0.1449427589131122,-0.4449051588493537,False,False,True,False,False,False,False,False,False,False,False,False,True,False,True,False
1,0.8273772438659699,-0.5724937540977952,-0.47454519624983954,-0.4736736092984604,-0.49162277707340374,0,-0.5609748304808925,1,-1.3555735383351195,-0.6781745283001727,-0.1449427589131122,-1.3397369794696112,False,True,False,False,False,False,False,False,False,True,False,False,False,True,False,False
0,-1.5661069258891576,-0.08366006812200955,-0.47454519624983954,-0.4736736092984604,0.29992211294914856,0,-0.5609748304808925,1,0.7376951317802901,0.5859541426526597,-0.1449427589131122,1.3447584823911616,False,False,True,False,False,False,False,False,False,False,True,False,False,False,True,False
1,-0.3693648410115938,-0.9109170751579546,-0.47454519624983954,-0.4736736092984604,-0.43700743807979686,0,-0.5609748304808925,1,-1.3555735383351195,0.5859541426526597,-1.3189791061093201,-0.4449051588493537,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,True
1,0.8273772438659699,0.29236584416705635,2.2474704895351842,-0.4736736092984604,-0.32928686163157667,0,1.299429290952638,0,-1.3555735383351195,0.5859541426526597,-0.1449427589131122,0.44992666177090385,False,False,False,True,False,False,False,False,False,True,False,False,False,True,False,False
0,0.8273772438659699,-0.9861222576157678,0.4327933656785018,3.250236854392083,0.04370821849987721,0,1.9195639980971482,0,0.7376951317802901,0.5859541426526597,-1.3189791061093201,1.3447584823911616,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,True
0,0.8273772438659699,-0.3092756154954491,-0.47454519624983954,-0.4736736092984604,-0.4863374216869257,0,-0.5609748304808925,1,0.7376951317802901,0.5859541426526597,-0.1449427589131122,-0.4449051588493537,False,False,True,False,False,False,False,False,False,False,False,False,True,False,True,False
1,-1.5661069258891576,-0.45968598041107545,2.2474704895351842,2.0089333664952354,4.647001076532463,1,2.5396987052416584,0,-1.3555735383351195,0.5859541426526597,-0.1449427589131122,1.3447584823911616,False,True,False,False,False,False,False,True,False,False,False,False,False,True,False,False
0,0.8273772438659699,-0.3844807979532623,-0.47454519624983954,-0.4736736092984604,-0.4863374216869257,0,-0.5609748304808925,1,0.7376951317802901,0.5859541426526597,-0.1449427589131122,-0.4449051588493537,False,False,True,False,False,False,False,False,False,False,False,False,True,False,True,False
0,0.8273772438659699,-0.008454885664196365,-0.47454519624983954,-0.4736736092984604,-0.4863374216869257,0,-0.5609748304808925,1,0.7376951317802901,0.5859541426526597,-0.1449427589131122,-0.4449051588493537,False,False,True,False,False,False,False,False,False,False,False,False,True,False,True,False
0,0.8273772438659699,-0.685301527784515,-0.47454519624983954,-0.4736736092984604,-0.4902797934380587,0,-0.5609748304808925,1,0.7376951317802901,0.5859541426526597,-0.1449427589131122,-1.3397369794696112,False,False,True,False,False,False,False,False,False,False,False,False,True,False,True,False
0,-1.5661069258891576,1.2700332161186279,0.4327933656785018,-0.4736736092984604,0.5833178351003071,1,0.059159876663617626,0,0.7376951317802901,0.5859541426526597,1.0290935882830956,1.3447584823911616,False,False,True,False,False,False,False,False,False,False,True,False,False,False,True,False
0,0.8273772438659699,-0.23407043303763592,0.4327933656785018,2.0089333664952354,-0.23415046467497105,0,1.299429290952638,0,0.7376951317802901,0.5859541426526597,-0.1449427589131122,0.44992666177090385,False,False,True,False,False,False,False,False,False,False,False,False,True,False,True,False
0,0.8273772438659699,2.2477005880701992,-0.47454519624983954,-0.4736736092984604,-0.5024451714361923,0,-0.5609748304808925,1,0.7376951317802901,0.5859541426526597,1.0290935882830956,-1.3397369794696112,False,False,True,False,False,False,False,False,False,False,False,False,True,False,True,False
0,0.8273772438659699,-0.3092756154954491,-0.47454519624983954,-0.4736736092984604,-0.4863374216869257,0,-0.5609748304808925,1,0.7376951317802901,0.5859541426526597,-0.1449427589131122,-0.4449051588493537,False,False,True,False,False,False,False,False,False,False,False,False,True,False,True,False
0,-1.5661069258891576,3.1501627775639576,-0.47454519624983954,-0.4736736092984604,0.0493298231623713,1,-0.5609748304808925,1,0.7376951317802901,-1.942303199253005,2.2031299354793035,1.3447584823911616,False,False,True,False,False,False,False,False,False,False,True,False,False,False,True,False
1,-1.5661069258891576,-0.45968598041107545,-0.47454519624983954,0.7676298785983874,0.6272778976347743,1,0.059159876663617626,0,0.7376951317802901,-1.942303199253005,-0.1449427589131122,1.3447584823911616,False,False,True,False,False,False,False,False,False,False,True,False,False,False,True,False
1,-0.3693648410115938,0.36757102662486957,-0.47454519624983954,0.7676298785983874,-0.18532384824750675,0,0.059159876663617626,0,-1.3555735383351195,0.5859541426526597,-0.1449427589131122,0.44992666177090385,False,False,False,True,False,False,False,False,True,False,False,False,False,True,False,False
0,-0.3693648410115938,0.36757102662486957,0.4327933656785018,-0.4736736092984604,-0.12491978668775715,0,0.059159876663617626,0,0.7376951317802901,0.5859541426526597,-0.1449427589131122,0.44992666177090385,False,False,True,False,False,False,False,False,False,False,False,True,False,False,True,False
0,0.8273772438659699,-0.08366006812200955,-0.47454519624983954,-0.4736736092984604,-0.4894421904510968,0,-0.5609748304808925,1,-1.3555735383351195,0.5859541426526597,-0.1449427589131122,-1.3397369794696112,False,True,False,False,False,False,False,False,False,True,False,False,False,True,False,False
